id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
45528,31360,25180,28921,123217,Shipped,2023-10-16 13:27:42.000000 UTC,2023-10-19 13:19:00.000000 UTC,,,2.9500000476837158
65759,45369,36458,28862,177666,Shipped,2022-10-17 12:23:51.000000 UTC,2022-10-14 19:56:00.000000 UTC,,,2.9500000476837158
74390,51314,41204,28862,200947,Shipped,2023-07-25 22:44:53.000000 UTC,2023-07-28 13:10:00.000000 UTC,,,2.9500000476837158
82078,56524,45345,14170,221628,Shipped,2023-02-12 11:41:42.000000 UTC,2023-02-15 08:16:00.000000 UTC,,,2.9500000476837158
85520,58934,47279,28589,230996,Shipped,2020-02-12 13:37:26.000000 UTC,2020-02-12 15:51:00.000000 UTC,,,2.9500000476837158
110226,75980,60877,28589,297720,Shipped,2020-02-05 08:45:27.000000 UTC,2020-02-07 15:49:00.000000 UTC,,,2.9500000476837158
112506,77595,62185,28548,303928,Shipped,2024-11-13 10:09:46.000000 UTC,2024-11-15 09:44:00.000000 UTC,,,2.9500000476837158
120440,83073,66574,29064,325459,Shipped,2024-08-11 21:30:53.000000 UTC,2024-08-14 04:34:00.000000 UTC,,,2.9500000476837158
126741,87403,69991,14170,342502,Shipped,2025-06-04 13:30:56.000000 UTC,2025-06-05 16:02:00.000000 UTC,,,2.9500000476837158
131519,90665,72629,13662,355479,Shipped,2023-08-03 15:45:57.000000 UTC,2023-08-02 06:06:00.000000 UTC,,,2.9500000476837158
137352,94759,75864,15744,371252,Shipped,2023-07-13 12:03:41.000000 UTC,2023-07-14 22:10:00.000000 UTC,,,2.9500000476837158
153626,105954,84814,28862,415163,Shipped,2024-08-31 11:48:56.000000 UTC,2024-09-03 08:57:00.000000 UTC,,,2.9500000476837158
162639,112200,89831,29064,439407,Shipped,2025-06-05 04:46:09.000000 UTC,2025-06-01 16:40:00.000000 UTC,,,2.9500000476837158
180471,124574,99623,13662,487429,Shipped,2021-10-31 10:15:15.000000 UTC,2021-11-03 08:24:00.000000 UTC,,,2.9500000476837158
772,523,413,28551,2112,Cancelled,2024-05-17 11:22:36.000000 UTC,,,,2.9900000095367432
72876,50243,40327,28551,196832,Cancelled,2024-09-10 11:07:48.000000 UTC,,,,2.9900000095367432
150975,104128,83363,12265,408033,Cancelled,2022-12-10 09:51:15.000000 UTC,,,,2.9900000095367432
161064,111118,88960,12664,435140,Cancelled,2024-01-30 09:47:29.000000 UTC,,,,2.9900000095367432
12445,8600,6998,15531,33795,Complete,2025-04-04 14:17:32.000000 UTC,2025-04-05 14:09:00.000000 UTC,2025-04-07 06:37:00.000000 UTC,,2.9900000095367432
26474,18294,14722,25276,71613,Complete,2023-12-07 01:42:57.000000 UTC,2023-12-08 21:16:00.000000 UTC,2023-12-09 11:04:00.000000 UTC,,2.9900000095367432
43513,29954,24074,12265,117738,Complete,2021-09-02 10:39:36.000000 UTC,2021-09-02 22:28:00.000000 UTC,2021-09-04 17:19:00.000000 UTC,,2.9900000095367432
53530,36848,29631,9621,144790,Complete,2025-04-14 15:44:58.000000 UTC,2025-04-12 22:38:00.000000 UTC,2025-04-14 10:27:00.000000 UTC,,2.9900000095367432
82815,57035,45740,9621,223651,Complete,2020-06-24 13:52:26.000000 UTC,2020-06-21 16:27:00.000000 UTC,2020-06-21 17:35:00.000000 UTC,,2.9900000095367432
106516,73382,58829,12265,287763,Complete,2021-09-20 08:37:03.000000 UTC,2021-09-21 23:32:00.000000 UTC,2021-09-25 06:48:00.000000 UTC,,2.9900000095367432
109256,75309,60341,12265,295107,Complete,2023-02-03 08:55:30.000000 UTC,2023-02-04 11:53:00.000000 UTC,2023-02-06 17:04:00.000000 UTC,,2.9900000095367432
157223,108500,86839,9621,424828,Complete,2025-06-08 15:02:07.000000 UTC,2025-06-09 08:45:00.000000 UTC,2025-06-11 12:00:00.000000 UTC,,2.9900000095367432
157519,108706,87023,12351,425608,Complete,2024-08-27 18:35:44.000000 UTC,2024-08-28 15:46:00.000000 UTC,2024-08-29 23:19:00.000000 UTC,,2.9900000095367432
159574,110124,88159,12664,431158,Complete,2025-05-23 11:12:43.000000 UTC,2025-05-23 20:21:00.000000 UTC,2025-05-27 20:47:00.000000 UTC,,2.9900000095367432
165487,114174,91456,9621,447112,Complete,2024-12-18 07:52:21.000000 UTC,2024-12-17 06:50:00.000000 UTC,2024-12-20 10:12:00.000000 UTC,,2.9900000095367432
175331,121025,96899,12351,473552,Complete,2022-10-19 05:25:01.000000 UTC,2022-10-19 12:26:00.000000 UTC,2022-10-23 22:41:00.000000 UTC,,2.9900000095367432
71710,49461,39699,15531,193656,Processing,2023-05-31 03:34:33.000000 UTC,,,,2.9900000095367432
87830,60559,48527,25276,237224,Processing,2025-06-21 01:09:44.983190 UTC,,,,2.9900000095367432
93364,64369,51599,12351,252222,Processing,2025-06-03 10:58:01.000000 UTC,,,,2.9900000095367432
99223,68399,54849,28551,268045,Processing,2023-04-11 05:05:22.000000 UTC,,,,2.9900000095367432
114468,78949,63262,12664,309182,Processing,2022-01-18 14:02:33.000000 UTC,,,,2.9900000095367432
133244,91871,73580,12265,360121,Processing,2024-10-17 09:56:28.000000 UTC,,,,2.9900000095367432
135309,93327,74729,15531,365677,Processing,2025-06-01 16:22:32.000000 UTC,,,,2.9900000095367432
163373,112701,90225,28551,441410,Processing,2021-12-31 16:44:02.000000 UTC,,,,2.9900000095367432
175495,121138,96986,12351,474006,Processing,2025-06-23 07:59:17.432520 UTC,,,,2.9900000095367432
10852,7495,6100,25276,29469,Returned,2025-01-21 12:16:56.000000 UTC,2025-01-22 09:28:00.000000 UTC,2025-01-26 20:31:00.000000 UTC,2025-01-29 03:02:00.000000 UTC,2.9900000095367432
45374,31250,25093,28551,122805,Returned,2025-06-20 06:29:27.542895 UTC,2025-06-22 17:22:14.542895 UTC,2025-06-26 03:18:14.542895 UTC,2025-06-28 03:21:14.542895 UTC,2.9900000095367432
80170,55213,44252,9621,216488,Returned,2022-11-16 03:04:31.000000 UTC,2022-11-17 09:32:00.000000 UTC,2022-11-17 12:54:00.000000 UTC,2022-11-20 06:15:00.000000 UTC,2.9900000095367432
95213,65647,52611,12664,257221,Returned,2024-01-29 09:47:51.000000 UTC,2024-01-31 08:33:00.000000 UTC,2024-02-05 01:39:00.000000 UTC,2024-02-06 23:05:00.000000 UTC,2.9900000095367432
115906,79914,64048,25276,313133,Returned,2024-12-12 12:21:48.000000 UTC,2024-12-12 20:07:00.000000 UTC,2024-12-13 22:45:00.000000 UTC,2024-12-16 22:16:00.000000 UTC,2.9900000095367432
132027,91036,72915,12354,356877,Returned,2023-12-09 14:22:58.000000 UTC,2023-12-12 02:09:00.000000 UTC,2023-12-15 01:04:00.000000 UTC,2023-12-15 23:55:00.000000 UTC,2.9900000095367432
144685,99797,79862,15531,390954,Returned,2025-06-15 17:36:30.000000 UTC,2025-06-16 04:52:00.000000 UTC,2025-06-19 05:49:00.000000 UTC,2025-06-21 10:47:00.000000 UTC,2.9900000095367432
2024,1401,1127,12354,5490,Shipped,2024-06-05 23:47:13.000000 UTC,2024-06-05 23:16:00.000000 UTC,,,2.9900000095367432
2611,1812,1475,12351,7073,Shipped,2023-04-15 21:16:34.000000 UTC,2023-04-17 12:05:00.000000 UTC,,,2.9900000095367432
2981,2073,1687,12354,8076,Shipped,2024-04-08 05:31:36.000000 UTC,2024-04-09 06:45:00.000000 UTC,,,2.9900000095367432
18994,13122,10605,28551,51469,Shipped,2025-02-28 01:56:39.000000 UTC,2025-02-26 04:14:00.000000 UTC,,,2.9900000095367432
36272,25014,20108,15531,98111,Shipped,2022-07-24 10:48:48.000000 UTC,2022-07-25 12:51:00.000000 UTC,,,2.9900000095367432
86171,59406,47651,15531,232789,Shipped,2024-02-19 12:56:33.000000 UTC,2024-02-19 01:12:00.000000 UTC,,,2.9900000095367432
92035,63435,50866,28551,248616,Shipped,2025-05-04 03:49:26.000000 UTC,2025-05-05 16:54:00.000000 UTC,,,2.9900000095367432
92083,63470,50894,25276,248740,Shipped,2025-05-23 03:30:14.000000 UTC,2025-05-25 14:23:00.000000 UTC,,,2.9900000095367432
120252,82941,66471,12354,324965,Shipped,2025-04-09 09:31:55.000000 UTC,2025-04-09 14:51:00.000000 UTC,,,2.9900000095367432
139731,96393,77149,12351,377677,Shipped,2025-06-23 12:27:36.581974 UTC,2025-06-24 19:12:05.581974 UTC,,,2.9900000095367432
161360,111316,89096,25276,435920,Shipped,2024-09-12 06:36:18.000000 UTC,2024-09-10 18:33:00.000000 UTC,,,2.9900000095367432
166823,115121,92212,12664,450693,Shipped,2024-11-23 23:15:20.000000 UTC,2024-11-24 22:01:00.000000 UTC,,,2.9900000095367432
174518,120457,96471,12351,471335,Shipped,2024-06-17 00:30:34.000000 UTC,2024-06-19 15:12:00.000000 UTC,,,2.9900000095367432
73415,50631,40654,28951,198269,Cancelled,2021-09-08 00:57:48.000000 UTC,,,,3.0
74965,51709,41522,28951,202497,Complete,2023-04-15 03:39:45.000000 UTC,2023-04-17 15:46:00.000000 UTC,2023-04-21 14:38:00.000000 UTC,,3.0
120636,83197,66675,28951,325998,Complete,2022-06-25 09:45:37.000000 UTC,2022-06-24 07:56:00.000000 UTC,2022-06-25 07:06:00.000000 UTC,,3.0
130911,90252,72305,28951,353854,Processing,2024-07-03 04:20:24.000000 UTC,,,,3.0
145201,100158,80156,28951,392315,Processing,2024-08-24 09:52:25.000000 UTC,,,,3.0
68229,47043,37779,28951,184300,Returned,2021-07-21 22:42:23.000000 UTC,2021-07-22 01:18:00.000000 UTC,2021-07-25 21:59:00.000000 UTC,2021-07-27 16:13:00.000000 UTC,3.0
2307,1605,1306,28951,6236,Shipped,2022-12-21 22:59:37.000000 UTC,2022-12-23 16:40:00.000000 UTC,,,3.0
17138,11859,9599,28951,46469,Shipped,2022-05-04 11:09:32.000000 UTC,2022-05-04 18:44:00.000000 UTC,,,3.0
25936,17908,14418,28951,70174,Shipped,2023-11-19 16:17:06.000000 UTC,2023-11-20 13:10:00.000000 UTC,,,3.0
63828,44071,35428,28951,172469,Shipped,2024-04-05 02:12:11.000000 UTC,2024-04-02 14:12:00.000000 UTC,,,3.0
104184,71782,57532,28951,281438,Shipped,2025-01-09 13:53:52.000000 UTC,2025-01-11 12:59:00.000000 UTC,,,3.0
127544,87927,70394,28951,344713,Shipped,2021-08-12 09:31:37.000000 UTC,2021-08-14 17:56:00.000000 UTC,,,3.0
179067,123600,98898,28951,483629,Shipped,2021-03-29 00:10:46.000000 UTC,2021-03-30 15:16:00.000000 UTC,,,3.0
59567,41082,33095,28972,161028,Cancelled,2022-07-05 13:39:38.000000 UTC,,,,3.0899999141693115
117630,81118,64986,28972,317830,Cancelled,2023-08-13 14:58:22.000000 UTC,,,,3.0899999141693115
23800,16400,13209,28972,64354,Complete,2024-10-23 02:14:45.000000 UTC,2024-10-24 00:54:00.000000 UTC,2024-10-24 08:33:00.000000 UTC,,3.0899999141693115
43223,29761,23924,28972,116953,Complete,2023-09-06 02:17:55.000000 UTC,2023-09-07 13:29:00.000000 UTC,2023-09-10 03:32:00.000000 UTC,,3.0899999141693115
62188,42923,34576,28972,168030,Complete,2023-08-25 04:07:47.000000 UTC,2023-08-25 06:41:00.000000 UTC,2023-08-26 14:20:00.000000 UTC,,3.0899999141693115
156823,108221,86605,28972,423758,Complete,2024-02-21 04:58:35.000000 UTC,2024-02-21 10:46:00.000000 UTC,2024-02-21 12:35:00.000000 UTC,,3.0899999141693115
120573,83160,66647,28972,325828,Processing,2023-02-16 23:25:02.000000 UTC,,,,3.0899999141693115
159166,109852,87921,28972,430052,Processing,2025-05-07 15:34:29.000000 UTC,,,,3.0899999141693115
5206,3624,2912,28972,14157,Returned,2024-11-12 00:32:47.000000 UTC,2024-11-12 22:52:00.000000 UTC,2024-11-16 16:45:00.000000 UTC,2024-11-17 10:53:00.000000 UTC,3.0899999141693115
11747,8130,6621,28972,31893,Shipped,2024-12-13 10:16:42.000000 UTC,2024-12-12 07:20:00.000000 UTC,,,3.0899999141693115
119187,82203,65854,28972,322116,Shipped,2024-03-23 23:55:50.000000 UTC,2024-03-24 17:26:00.000000 UTC,,,3.0899999141693115
142185,98065,78499,28972,384252,Shipped,2024-01-24 00:12:14.000000 UTC,2024-01-21 22:52:00.000000 UTC,,,3.0899999141693115
11900,8227,6690,628,32316,Cancelled,2025-06-14 04:55:36.000000 UTC,,,,3.1099998950958248
1435,981,787,13607,3912,Complete,2025-06-04 09:05:59.000000 UTC,2025-05-31 23:52:00.000000 UTC,2025-06-02 05:34:00.000000 UTC,,3.1700000762939453
144695,99803,79869,13607,390978,Complete,2023-05-17 01:02:49.000000 UTC,2023-05-17 19:21:00.000000 UTC,2023-05-18 02:05:00.000000 UTC,,3.1700000762939453
9758,6752,5464,15248,26474,Processing,2022-07-17 07:52:04.000000 UTC,,,,3.1700000762939453
28461,19653,15837,13607,76953,Processing,2021-09-24 07:00:26.000000 UTC,,,,3.1700000762939453
153491,105860,84738,13607,414807,Processing,2024-04-02 09:08:06.000000 UTC,,,,3.1700000762939453
166870,115156,92233,15248,450817,Processing,2022-06-02 23:00:45.000000 UTC,,,,3.1700000762939453
168299,116176,93027,15248,454650,Processing,2025-03-02 10:19:44.000000 UTC,,,,3.1700000762939453
159250,109910,87969,13607,430283,Returned,2025-01-04 16:22:43.000000 UTC,2025-01-03 03:37:00.000000 UTC,2025-01-04 10:22:00.000000 UTC,2025-01-05 03:38:00.000000 UTC,3.1700000762939453
63759,44025,35393,15248,172276,Shipped,2025-03-05 17:17:27.000000 UTC,2025-03-04 10:34:00.000000 UTC,,,3.1700000762939453
97846,67467,54089,15248,264333,Shipped,2022-09-14 00:41:09.000000 UTC,2022-09-16 07:31:00.000000 UTC,,,3.1700000762939453
119991,82766,66333,13607,324271,Shipped,2024-02-22 07:32:04.000000 UTC,2024-02-23 16:18:00.000000 UTC,,,3.1700000762939453
124347,85731,68667,9044,336017,Complete,2021-10-09 21:16:23.000000 UTC,2021-10-11 20:23:00.000000 UTC,2021-10-14 13:01:00.000000 UTC,,3.2000000476837158
8460,5869,4731,9044,22930,Processing,2024-11-10 23:12:55.000000 UTC,,,,3.2000000476837158
13232,9135,7427,28557,35912,Cancelled,2024-04-09 23:02:49.000000 UTC,,,,3.25
126483,87232,69852,28557,341819,Cancelled,2023-05-11 14:37:07.000000 UTC,,,,3.25
153267,105711,84619,28557,414195,Cancelled,2022-10-09 07:36:05.000000 UTC,,,,3.25
59429,40982,33008,28557,160656,Complete,2025-03-24 17:40:13.000000 UTC,2025-03-25 09:44:00.000000 UTC,2025-03-26 00:14:00.000000 UTC,,3.25
167338,115486,92502,28557,452065,Complete,2025-01-03 05:07:50.000000 UTC,2025-01-03 18:46:00.000000 UTC,2025-01-06 03:55:00.000000 UTC,,3.25
99785,68778,55149,28557,269576,Processing,2024-09-02 04:42:56.000000 UTC,,,,3.25
169220,116794,93545,28557,457126,Processing,2023-03-23 16:41:45.000000 UTC,,,,3.25
117353,80920,64830,28557,317078,Returned,2022-12-26 15:07:14.000000 UTC,2022-12-29 05:30:00.000000 UTC,2022-12-31 14:41:00.000000 UTC,2023-01-01 14:48:00.000000 UTC,3.25
48240,33234,26704,28557,130491,Shipped,2023-06-28 00:56:54.000000 UTC,2023-06-27 17:48:00.000000 UTC,,,3.25
65972,45522,36592,28557,178241,Shipped,2024-02-02 14:26:36.000000 UTC,2024-02-04 09:08:00.000000 UTC,,,3.25
103442,71282,57110,28557,279428,Shipped,2023-11-24 19:03:54.000000 UTC,2023-11-26 11:17:00.000000 UTC,,,3.25
129165,89031,71320,28557,349088,Shipped,2022-06-04 09:01:53.000000 UTC,2022-06-01 18:54:00.000000 UTC,,,3.25
163068,112505,90063,28557,440574,Shipped,2022-06-13 10:32:26.000000 UTC,2022-06-15 10:10:00.000000 UTC,,,3.25
41401,28508,22906,12659,112036,Complete,2024-12-17 13:58:08.000000 UTC,2024-12-19 01:39:00.000000 UTC,2024-12-23 09:02:00.000000 UTC,,3.2799999713897705
146309,100918,80800,12659,395349,Complete,2022-12-23 13:32:51.000000 UTC,2022-12-25 23:32:00.000000 UTC,2022-12-29 06:27:00.000000 UTC,,3.2799999713897705
6304,4386,3520,12659,17109,Returned,2025-03-14 05:44:00.000000 UTC,2025-03-14 08:06:00.000000 UTC,2025-03-16 20:23:00.000000 UTC,2025-03-18 04:46:00.000000 UTC,3.2799999713897705
11956,8262,6719,29026,32463,Cancelled,2023-05-05 14:32:56.000000 UTC,,,,3.2899999618530278
30048,20732,16681,29026,81290,Complete,2025-03-01 00:01:52.000000 UTC,2025-03-01 02:28:00.000000 UTC,2025-03-02 17:07:00.000000 UTC,,3.2899999618530278
69063,47634,38272,29025,186558,Complete,2021-10-16 11:28:40.000000 UTC,2021-10-18 15:49:00.000000 UTC,2021-10-20 09:10:00.000000 UTC,,3.2899999618530278
99296,68451,54884,29026,268240,Complete,2025-03-25 13:37:30.000000 UTC,2025-03-28 04:02:00.000000 UTC,2025-03-29 02:15:00.000000 UTC,,3.2899999618530278
123868,85423,68424,29026,334728,Complete,2021-08-14 12:27:13.000000 UTC,2021-08-17 11:07:00.000000 UTC,2021-08-18 08:55:00.000000 UTC,,3.2899999618530278
148362,102316,81964,29025,400968,Complete,2024-04-25 14:52:09.000000 UTC,2024-04-27 19:49:00.000000 UTC,2024-05-01 04:12:00.000000 UTC,,3.2899999618530278
156535,108000,86418,29026,422966,Complete,2023-06-06 08:13:15.000000 UTC,2023-06-05 18:30:00.000000 UTC,2023-06-10 10:10:00.000000 UTC,,3.2899999618530278
159152,109846,87919,29026,430017,Complete,2025-03-13 14:44:35.000000 UTC,2025-03-12 07:11:00.000000 UTC,2025-03-15 15:51:00.000000 UTC,,3.2899999618530278
16887,11688,9457,29025,45778,Processing,2025-06-22 17:50:23.843974 UTC,,,,3.2899999618530278
68852,47484,38158,29025,185981,Processing,2022-08-30 03:54:18.000000 UTC,,,,3.2899999618530278
50025,34455,27678,29025,135298,Returned,2022-07-05 02:24:26.000000 UTC,2022-07-06 13:42:00.000000 UTC,2022-07-11 07:06:00.000000 UTC,2022-07-13 09:16:00.000000 UTC,3.2899999618530278
82612,56897,45643,29026,223090,Shipped,2021-11-10 01:54:18.000000 UTC,2021-11-10 20:20:00.000000 UTC,,,3.2899999618530278
135067,93152,74596,29025,365016,Shipped,2025-04-01 10:36:38.000000 UTC,2025-04-02 23:03:00.000000 UTC,,,3.2899999618530278
2142,1485,1188,12580,5803,Cancelled,2025-01-18 01:22:07.000000 UTC,,,,3.369999885559082
46881,32278,25941,12580,126831,Cancelled,2024-07-04 14:16:14.000000 UTC,,,,3.369999885559082
73092,50408,40467,12580,197416,Cancelled,2023-05-28 08:56:41.000000 UTC,,,,3.369999885559082
94446,65105,52174,12580,255135,Cancelled,2024-04-16 12:08:42.000000 UTC,,,,3.369999885559082
84547,58238,46729,12580,228380,Complete,2024-11-30 06:24:32.000000 UTC,2024-12-01 01:11:00.000000 UTC,2024-12-01 23:38:00.000000 UTC,,3.369999885559082
10717,7410,6021,12657,29110,Cancelled,2024-11-26 00:35:13.000000 UTC,,,,3.3900001049041748
70954,48948,39294,9013,191604,Cancelled,2022-12-24 22:28:00.000000 UTC,,,,3.3900001049041748
163990,113120,90550,12657,443070,Cancelled,2024-05-18 02:22:38.000000 UTC,,,,3.3900001049041748
78651,54174,43454,12657,212422,Complete,2024-07-18 07:04:46.000000 UTC,2024-07-20 16:48:00.000000 UTC,2024-07-23 09:43:00.000000 UTC,,3.3900001049041748
144785,99868,79919,9013,391219,Complete,2025-04-04 05:02:09.000000 UTC,2025-04-06 09:43:00.000000 UTC,2025-04-09 21:23:00.000000 UTC,,3.3900001049041748
153996,106217,85017,12657,416175,Processing,2025-06-20 14:46:19.269953 UTC,,,,3.3900001049041748
5686,3964,3177,9013,15465,Returned,2022-10-04 04:37:45.000000 UTC,2022-10-06 03:22:00.000000 UTC,2022-10-08 16:40:00.000000 UTC,2022-10-09 21:03:00.000000 UTC,3.3900001049041748
65678,45318,36419,9013,177461,Shipped,2022-12-17 12:36:37.000000 UTC,2022-12-18 17:04:00.000000 UTC,,,3.3900001049041748
67821,46761,37561,12657,183199,Shipped,2025-05-17 16:57:23.000000 UTC,2025-05-17 04:25:00.000000 UTC,,,3.3900001049041748
74211,51191,41089,12657,200454,Shipped,2025-03-10 08:37:35.000000 UTC,2025-03-08 12:51:00.000000 UTC,,,3.3900001049041748
138781,95724,76618,15834,375095,Cancelled,2024-11-23 11:30:31.000000 UTC,,,,3.4000000953674321
91123,62792,50350,13943,246130,Complete,2022-05-16 11:32:10.000000 UTC,2022-05-17 07:02:00.000000 UTC,2022-05-17 10:31:00.000000 UTC,,3.4000000953674321
141939,97909,78361,13943,383600,Complete,2019-12-11 11:47:48.000000 UTC,2019-12-11 02:37:00.000000 UTC,2019-12-11 18:09:00.000000 UTC,,3.4000000953674321
163485,112774,90285,13943,441715,Complete,2025-03-10 23:20:27.000000 UTC,2025-03-11 17:51:00.000000 UTC,2025-03-11 20:00:00.000000 UTC,,3.4000000953674321
146803,101261,81067,13943,396691,Returned,2024-08-13 15:05:16.000000 UTC,2024-08-14 03:34:00.000000 UTC,2024-08-18 04:18:00.000000 UTC,2024-08-19 20:02:00.000000 UTC,3.4000000953674321
146832,101276,81079,13943,396771,Returned,2025-01-14 03:02:44.000000 UTC,2025-01-11 14:28:00.000000 UTC,2025-01-15 21:40:00.000000 UTC,2025-01-17 23:07:00.000000 UTC,3.4000000953674321
136066,93858,75154,28406,367753,Complete,2024-11-13 12:29:56.000000 UTC,2024-11-14 14:00:00.000000 UTC,2024-11-16 13:05:00.000000 UTC,,3.4600000381469727
150489,103799,83119,28406,406708,Complete,2023-07-28 06:00:05.000000 UTC,2023-07-27 18:35:00.000000 UTC,2023-07-28 17:11:00.000000 UTC,,3.4600000381469727
102150,70407,56426,28406,275936,Processing,2022-05-04 00:27:18.000000 UTC,,,,3.4600000381469727
19341,13351,10792,28406,52372,Shipped,2022-04-11 09:42:18.000000 UTC,2022-04-12 19:30:00.000000 UTC,,,3.4600000381469727
79591,54811,43915,28406,214964,Shipped,2024-08-13 15:03:12.000000 UTC,2024-08-11 01:41:00.000000 UTC,,,3.4600000381469727
150063,103510,82886,28406,405560,Shipped,2022-01-21 06:00:38.000000 UTC,2022-01-23 04:06:00.000000 UTC,,,3.4600000381469727
34847,24057,19364,28715,94257,Cancelled,2021-01-01 13:28:45.000000 UTC,,,,3.4800000190734863
156767,108172,86560,28715,423603,Cancelled,2021-12-09 03:49:44.000000 UTC,,,,3.4800000190734863
166905,115185,92258,28715,450904,Cancelled,2024-06-12 13:01:19.000000 UTC,,,,3.4800000190734863
37107,25582,20568,28715,100384,Complete,2024-11-10 10:02:09.000000 UTC,2024-11-13 09:43:00.000000 UTC,2024-11-16 23:52:00.000000 UTC,,3.4800000190734863
58556,40374,32483,28715,158278,Complete,2020-03-03 02:45:44.000000 UTC,2020-03-01 23:36:00.000000 UTC,2020-03-05 21:52:00.000000 UTC,,3.4800000190734863
81034,55813,44754,28715,218839,Complete,2025-05-26 06:15:51.000000 UTC,2025-05-25 22:50:00.000000 UTC,2025-05-28 18:38:00.000000 UTC,,3.4800000190734863
139475,96215,77010,28715,376982,Complete,2024-11-17 14:13:15.000000 UTC,2024-11-18 04:43:00.000000 UTC,2024-11-21 01:03:00.000000 UTC,,3.4800000190734863
161133,111166,88993,28715,435322,Complete,2023-10-09 10:15:15.000000 UTC,2023-10-10 16:53:00.000000 UTC,2023-10-11 02:56:00.000000 UTC,,3.4800000190734863
174188,120227,96300,28715,470418,Complete,2024-05-17 13:20:41.000000 UTC,2024-05-17 06:25:00.000000 UTC,2024-05-18 11:19:00.000000 UTC,,3.4800000190734863
177202,122337,97926,28715,478647,Complete,2023-10-01 21:45:38.000000 UTC,2023-10-03 21:19:00.000000 UTC,2023-10-08 17:19:00.000000 UTC,,3.4800000190734863
94643,65260,52314,28715,255651,Processing,2022-09-13 22:53:13.000000 UTC,,,,3.4800000190734863
143131,98735,79019,28715,386766,Processing,2024-08-09 10:53:24.000000 UTC,,,,3.4800000190734863
172925,119337,95570,28715,467085,Processing,2023-01-19 14:56:23.000000 UTC,,,,3.4800000190734863
22346,15411,12413,28668,60428,Cancelled,2025-05-07 13:44:26.000000 UTC,,,,3.5
62990,43484,34983,15419,170179,Cancelled,2024-06-10 09:41:53.000000 UTC,,,,3.5
63909,44127,35478,14248,172687,Cancelled,2023-10-14 08:10:58.000000 UTC,,,,3.5
72768,50168,40268,28668,196551,Cancelled,2025-01-31 14:31:20.000000 UTC,,,,3.5
157297,108545,86885,15784,425030,Cancelled,2020-04-27 08:29:22.000000 UTC,,,,3.5
9583,6643,5371,13696,25993,Complete,2021-06-13 16:05:57.000000 UTC,2021-06-12 11:09:00.000000 UTC,2021-06-16 21:42:00.000000 UTC,,3.5
46429,31969,25707,28668,125631,Complete,2024-06-19 04:27:46.000000 UTC,2024-06-21 19:05:00.000000 UTC,2024-06-26 03:40:00.000000 UTC,,3.5
62747,43316,34860,15419,169539,Complete,2023-12-11 17:33:52.000000 UTC,2023-12-14 16:13:00.000000 UTC,2023-12-16 12:27:00.000000 UTC,,3.5
77164,53175,42676,15917,208454,Complete,2023-11-04 00:09:22.000000 UTC,2023-11-04 19:12:00.000000 UTC,2023-11-07 08:40:00.000000 UTC,,3.5
106438,73325,58787,15419,287552,Complete,2024-07-23 06:18:33.000000 UTC,2024-07-25 17:01:00.000000 UTC,2024-07-27 23:58:00.000000 UTC,,3.5
10006,6925,5593,15419,27161,Processing,2024-11-27 04:11:19.000000 UTC,,,,3.5
46059,31715,25494,15917,124633,Processing,2021-06-12 09:02:52.000000 UTC,,,,3.5
76672,52851,42415,14248,207119,Processing,2022-08-04 04:03:51.000000 UTC,,,,3.5
81499,56133,45013,13696,220071,Processing,2024-08-10 02:10:35.000000 UTC,,,,3.5
157690,108826,87105,15917,426059,Processing,2022-07-10 14:57:16.000000 UTC,,,,3.5
158755,109567,87707,14248,428947,Processing,2025-03-19 03:15:09.000000 UTC,,,,3.5
171598,118425,94835,13696,463509,Processing,2024-05-20 10:09:03.000000 UTC,,,,3.5
117903,81308,65141,15419,318578,Returned,2024-12-18 05:37:37.000000 UTC,2024-12-19 10:32:00.000000 UTC,2024-12-19 14:24:00.000000 UTC,2024-12-19 22:05:00.000000 UTC,3.5
12260,8462,6883,15419,33284,Shipped,2024-11-14 21:56:16.000000 UTC,2024-11-11 08:06:00.000000 UTC,,,3.5
31259,21553,17350,28668,84570,Shipped,2025-06-13 03:27:01.000000 UTC,2025-06-14 15:22:00.000000 UTC,,,3.5
44300,30508,24482,28679,119897,Shipped,2023-12-13 07:04:24.000000 UTC,2023-12-12 08:23:00.000000 UTC,,,3.5
54899,37810,30431,28679,148491,Shipped,2024-07-21 11:27:46.000000 UTC,2024-07-22 01:18:00.000000 UTC,,,3.5
55170,37983,30563,13696,149204,Shipped,2025-02-28 08:39:52.000000 UTC,2025-03-01 05:28:00.000000 UTC,,,3.5
57103,39353,31647,28679,154371,Shipped,2024-06-07 05:32:15.000000 UTC,2024-06-10 04:49:00.000000 UTC,,,3.5
63716,43996,35369,28668,172158,Shipped,2025-02-25 07:56:45.000000 UTC,2025-02-27 02:58:00.000000 UTC,,,3.5
66137,45642,36676,15917,178701,Shipped,2024-12-31 23:05:50.000000 UTC,2025-01-01 14:36:00.000000 UTC,,,3.5
72319,49861,40020,15419,195307,Shipped,2025-06-24 07:12:20.000000 UTC,2025-06-23 03:58:00.000000 UTC,,,3.5
80320,55321,44344,28668,216891,Shipped,2023-04-25 11:22:19.000000 UTC,2023-04-26 15:57:00.000000 UTC,,,3.5
